2026-08-18 05:40:28,377 | INFO | ======================================================================
2026-08-18 05:40:28,377 | INFO | Initializing Ophelia Trading Platform
2026-08-18 05:40:28,378 | INFO | ======================================================================
2026-08-18 05:40:28,378 | INFO | Loaded Phase 7 Decision Thresholds for Shadow Mode.
2026-08-18 05:40:28,378 | INFO | Execution mode: PAPER
2026-08-18 05:40:28,379 | INFO | Initialization Complete
2026-08-18 05:40:28,379 | INFO | Watching 4 Coins
2026-08-18 05:40:28,379 | INFO | Trading Engine Ready
2026-08-18 05:40:28,379 | INFO | Trading Engine Started
2026-08-18 05:40:28,951 | INFO | [InstWS] Connected to BingX Market Data WS
2026-08-18 05:45:00,000 | INFO | ======================================================================
2026-08-18 05:45:00,002 | INFO | Scanning Market...
2026-08-18 05:45:01,111 | INFO | [PHASE 7] BTC-USDT Buffer Warming: 1/288 blocks (Failed Closed)
2026-08-18 05:45:02,351 | INFO | [PHASE 7] ETH-USDT Buffer Warming: 1/288 blocks (Failed Closed)
2026-08-18 05:45:03,270 | INFO | [PHASE 7] SOL-USDT Buffer Warming: 1/288 blocks (Failed Closed)
2026-08-18 05:45:04,334 | INFO | [PHASE 7] XRP-USDT Buffer Warming: 1/288 blocks (Failed Closed)
2026-08-18 05:45:04,790 | WARNING | Institutional data failure for XRP-USDT: InstitutionalDataEngine.get_snapshot() missing 1 required positional argument: 'timeframe'
2026-08-18 05:45:04,802 | WARNING | Kronos data missing for symbol: XRP-USDT
2026-08-18 05:45:04,813 | INFO | Legacy Signals Ignored (Quarantined): 4
2026-08-18 05:45:05,029 | INFO | XRP-USDT -> HOLD
2026-08-18 05:45:05,244 | INFO | ETH-USDT -> HOLD
2026-08-18 05:45:05,455 | INFO | BTC-USDT -> HOLD
2026-08-18 05:45:05,909 | INFO | SOL-USDT -> HOLD
2026-08-18 05:45:05,909 | INFO | Open Positions: 0
2026-08-18 05:45:05,909 | INFO | Market Scan Complete
2026-08-18 05:50:00,000 | INFO | ======================================================================
2026-08-18 05:50:00,000 | INFO | Scanning Market...
2026-08-18 05:50:03,787 | INFO | [PHASE 7] BTC-USDT Buffer Warming: 2/288 blocks (Failed Closed)
2026-08-18 05:50:06,277 | INFO | [PHASE 7] ETH-USDT Buffer Warming: 2/288 blocks (Failed Closed)
2026-08-18 05:50:08,909 | INFO | [PHASE 7] SOL-USDT Buffer Warming: 2/288 blocks (Failed Closed)
2026-08-18 05:50:11,149 | INFO | [PHASE 7] XRP-USDT Buffer Warming: 2/288 blocks (Failed Closed)
2026-08-18 05:50:11,328 | ERROR | BTC-USDT: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None)) (failure #1)
2026-08-18 05:50:11,328 | ERROR | ETH-USDT: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None)) (failure #1)
2026-08-18 05:50:11,329 | ERROR | SOL-USDT: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None)) (failure #1)
2026-08-18 05:50:11,350 | ERROR | XRP-USDT: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None)) (failure #1)
2026-08-18 05:50:11,351 | ERROR | Scanner failed symbols this cycle: BTC-USDT, ETH-USDT, SOL-USDT, XRP-USDT
2026-08-18 05:50:11,351 | INFO | Legacy Signals Ignored (Quarantined): 0
2026-08-18 05:50:11,936 | INFO | XRP-USDT -> HOLD
2026-08-18 05:50:12,112 | ERROR | Protection update failed for ETH-USDT: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))
2026-08-18 05:50:12,287 | ERROR | Protection update failed for BTC-USDT: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))
2026-08-18 05:50:12,868 | INFO | SOL-USDT -> HOLD
2026-08-18 05:50:12,868 | ERROR | Entering PROTECTION_ONLY mode. New entries are blocked.
2026-08-18 05:50:12,868 | WARNING | New signal entries blocked. Engine State: PROTECTION_ONLY, Protection Only: True
2026-08-18 05:50:12,868 | INFO | Open Positions: 0
2026-08-18 05:50:12,868 | INFO | Market Scan Complete
2026-08-18 05:55:00,000 | INFO | ======================================================================
2026-08-18 05:55:00,000 | INFO | Scanning Market...
2026-08-18 05:55:01,037 | INFO | [PHASE 7] BTC-USDT Buffer Warming: 3/288 blocks (Failed Closed)
2026-08-18 05:55:02,027 | INFO | [PHASE 7] ETH-USDT Buffer Warming: 3/288 blocks (Failed Closed)
2026-08-18 05:55:02,921 | INFO | [PHASE 7] SOL-USDT Buffer Warming: 3/288 blocks (Failed Closed)
2026-08-18 05:55:03,950 | INFO | [PHASE 7] XRP-USDT Buffer Warming: 3/288 blocks (Failed Closed)
2026-08-18 05:55:04,332 | INFO | Legacy Signals Ignored (Quarantined): 4
2026-08-18 05:55:04,544 | INFO | XRP-USDT -> HOLD
2026-08-18 05:55:04,774 | INFO | ETH-USDT -> HOLD
2026-08-18 05:55:04,999 | INFO | BTC-USDT -> HOLD
2026-08-18 05:55:05,226 | INFO | SOL-USDT -> HOLD
2026-08-18 05:55:05,226 | WARNING | New signal entries blocked. Engine State: PROTECTION_ONLY, Protection Only: True
2026-08-18 05:55:05,226 | INFO | Open Positions: 0
2026-08-18 05:55:05,226 | INFO | Market Scan Complete
2026-08-18 06:00:00,000 | INFO | ======================================================================
2026-08-18 06:00:00,000 | INFO | Scanning Market...
2026-08-18 06:00:02,960 | INFO | [PHASE 7] BTC-USDT Buffer Warming: 4/288 blocks (Failed Closed)
2026-08-18 06:00:05,105 | INFO | [PHASE 7] ETH-USDT Buffer Warming: 4/288 blocks (Failed Closed)
2026-08-18 06:00:07,622 | INFO | [PHASE 7] SOL-USDT Buffer Warming: 4/288 blocks (Failed Closed)
2026-08-18 06:00:09,579 | INFO | [PHASE 7] XRP-USDT Buffer Warming: 4/288 blocks (Failed Closed)
2026-08-18 06:00:09,782 | ERROR | ETH-USDT: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None)) (failure #1)
2026-08-18 06:00:09,790 | ERROR | BTC-USDT: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None)) (failure #1)
2026-08-18 06:00:10,198 | WARNING | Institutional data failure for SOL-USDT: InstitutionalDataEngine.get_snapshot() missing 1 required positional argument: 'timeframe'
2026-08-18 06:00:10,209 | WARNING | Kronos data missing for symbol: SOL-USDT
2026-08-18 06:00:10,218 | ERROR | Scanner failed symbols this cycle: BTC-USDT, ETH-USDT
2026-08-18 06:00:10,218 | INFO | Legacy Signals Ignored (Quarantined): 2
2026-08-18 06:00:10,423 | ERROR | Protection update failed for XRP-USDT: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))
2026-08-18 06:00:11,066 | INFO | ETH-USDT -> HOLD
